TicketID,CustomerID,Market,Region,OpenDate,CloseDate,IssueType,Resolution,Resolved,CSAT
TKT-OXR5JOVJ,CUST-020658,EU,Italy,23-06-2025,05-07-2025,Network,Resolved,Yes,5
TKT-DN3TZWLK,CUST-004883,LATAM,Brazil,28-07-2024,06-08-2024,International,Plan Adjusted,Yes,4
TKT-FX3S43BF,CUST-000390,LATAM,Colombia,21-07-2023,19-08-2023,Network,Plan Adjusted,Yes,5
TKT-VKMEYE3Q,CUST-016608,MEA,South Africa,02-04-2022,01-05-2022,Device,Resolved,Yes,5
TKT-4O7LIX7W,CUST-012360,EU,Germany,27-01-2025,25-02-2025,Network,Resolved,Yes,5
TKT-YDTHBIDH,CUST-004797,APAC,India,03-04-2022,30-04-2022,Network,Technician Visit,Yes,5
TKT-IO958PSE,CUST-039597,LATAM,Colombia,24-10-2022,04-11-2022,Network,Resolved,Yes,5
TKT-YZOWBSXE,CUST-004712,EU,Spain,03-05-2023,26-05-2023,International,Resolved,Yes,4
TKT-6SNG30EE,CUST-005896,APAC,Singapore,10-12-2023,27-12-2023,Network,Escalated,Yes,5
TKT-OH2LSZI4,CUST-037948,LATAM,Brazil,22-12-2022,,Network,Technician Visit,No,3
TKT-LXRUN0MK,CUST-015205,EU,Italy,31-01-2025,15-02-2025,Roaming,No Issue Found,Yes,4
TKT-OQ4CT7DI,CUST-018451,APAC,Japan,09-06-2024,,Device,Resolved,No,4
TKT-NGCWFE4T,CUST-017380,APAC,Japan,03-12-2024,,Roaming,Resolved,No,4
TKT-IYZZV0VC,CUST-019096,APAC,Australia,28-09-2022,17-10-2022,Network,Technician Visit,Yes,4
TKT-0JVIWJIQ,CUST-000391,MEA,South Africa,12-04-2023,01-05-2023,Billing,Resolved,Yes,1
TKT-MTOCI10I,CUST-019660,EU,UK,18-09-2024,30-09-2024,Network,Resolved,Yes,3
TKT-ANGC60UJ,CUST-023391,NA,Canada-East,12-07-2025,27-07-2025,Billing,Escalated,Yes,2
TKT-6CB6HNMG,CUST-002756,APAC,India,19-12-2023,13-01-2024,Billing,Refund Issued,Yes,4
TKT-BU2Z0D16,CUST-005790,APAC,South Korea,30-05-2023,16-06-2023,Other,Resolved,Yes,2
TKT-9T6SL3BU,CUST-000412,MEA,South Africa,31-10-2022,,Device,Resolved,No,4
TKT-AXX3VUUP,CUST-005501,EU,Spain,26-12-2024,,Roaming,Resolved,No,1
TKT-8NUFYZ8I,CUST-033840,LATAM,Argentina,24-04-2025,12-05-2025,Network,Escalated,Yes,4
TKT-YR8MEB76,CUST-005972,APAC,Japan,17-10-2022,30-10-2022,Billing,Technician Visit,Yes,4
TKT-MFQLK9VC,CUST-009803,APAC,India,16-01-2025,02-02-2025,Value Added Services,Escalated,Yes,4
TKT-7YN9CRB0,CUST-030268,EU,Germany,07-03-2024,05-04-2024,Billing,Resolved,Yes,5
TKT-530C35L9,CUST-009895,NA,Canada-West,01-02-2024,03-02-2024,Other,Refund Issued,Yes,5
TKT-S1IKHA16,CUST-016914,APAC,Japan,24-02-2023,25-03-2023,Plan Change,Resolved,Yes,1
TKT-BVEJJAR1,CUST-008056,EU,UK,02-02-2024,21-02-2024,International,Technician Visit,Yes,4
TKT-YTQOZI4Q,CUST-016539,NA,Canada-East,28-03-2022,24-04-2022,Billing,Resolved,Yes,3
TKT-VETYBKX5,CUST-006755,APAC,South Korea,11-10-2022,05-11-2022,Roaming,Technician Visit,Yes,4
TKT-S105G6RZ,CUST-009307,APAC,Singapore,12-05-2025,16-05-2025,Device,Resolved,Yes,4
TKT-JLID8HQ9,CUST-035652,NA,Canada-East,17-09-2022,15-10-2022,Billing,Resolved,Yes,5
TKT-Y7S2QVRE,CUST-003398,LATAM,Argentina,05-01-2023,29-01-2023,Plan Change,Resolved,Yes,3
TKT-3FPVQ96S,CUST-015741,EU,Spain,26-07-2025,17-08-2025,Other,Plan Adjusted,Yes,4
TKT-VBW7D5YM,CUST-035598,NA,USA-West,09-08-2022,03-09-2022,Billing,Resolved,Yes,3
TKT-S8R402FD,CUST-032295,APAC,Japan,06-09-2022,30-09-2022,Roaming,No Issue Found,Yes,4
TKT-OLKKN4C1,CUST-036305,MEA,UAE,01-09-2022,28-09-2022,Billing,No Issue Found,Yes,1
TKT-N1C05F1H,CUST-027835,LATAM,Chile,28-10-2024,31-10-2024,Plan Change,Resolved,Yes,5
TKT-YOAOCSYH,CUST-003179,LATAM,Brazil,19-05-2025,25-05-2025,Billing,Escalated,Yes,5
TKT-AA7MIZOG,CUST-035508,APAC,India,01-09-2023,19-09-2023,Billing,Resolved,Yes,1
TKT-I3HYX0R8,CUST-009805,NA,Canada-East,09-12-2024,01-01-2025,Billing,Plan Adjusted,Yes,4
TKT-Q1WMHF9Z,CUST-008670,LATAM,Chile,30-03-2025,25-04-2025,Roaming,Technician Visit,Yes,3
TKT-H7IAE6HS,CUST-035323,NA,USA-East,17-02-2025,08-03-2025,Roaming,Resolved,Yes,4
TKT-QV2W2269,CUST-030973,EU,Italy,07-06-2024,30-06-2024,Other,Escalated,Yes,3
TKT-UZRNC5E9,CUST-001290,APAC,Australia,25-01-2022,22-02-2022,Billing,No Issue Found,Yes,4
TKT-1E74TWLF,CUST-004417,EU,Germany,09-08-2022,17-08-2022,Billing,Plan Adjusted,Yes,4
TKT-3REYMFW8,CUST-010934,LATAM,Colombia,12-07-2025,,Value Added Services,Resolved,No,5
TKT-TJSLASWS,CUST-027983,LATAM,Colombia,24-08-2023,,Network,Resolved,No,4
TKT-73MV1CTX,CUST-032579,EU,Germany,18-01-2024,18-01-2024,Device,Resolved,Yes,2
TKT-IUSTCUBZ,CUST-029701,EU,UK,05-03-2025,30-03-2025,International,No Issue Found,Yes,1
TKT-FKUYTPNM,CUST-025315,NA,Canada-West,10-01-2025,,Other,No Issue Found,No,1
TKT-ZQDXZT4H,CUST-022560,EU,Germany,30-04-2024,15-05-2024,Billing,Escalated,Yes,2
TKT-TT98M7F5,CUST-006712,APAC,Japan,20-02-2024,02-03-2024,Network,Escalated,Yes,4
TKT-DM5ERRFU,CUST-032364,APAC,Singapore,05-04-2025,02-05-2025,Billing,Resolved,Yes,4
TKT-QGRUYB1P,CUST-020711,NA,Canada-East,11-01-2025,21-01-2025,Billing,No Issue Found,Yes,3
TKT-9ZMA8SGE,CUST-004786,EU,France,11-01-2025,16-01-2025,Network,Resolved,Yes,5
TKT-K7JQXILX,CUST-009304,EU,Spain,18-12-2024,03-01-2025,Device,Resolved,Yes,5
TKT-GLNIO028,CUST-035475,LATAM,Brazil,15-09-2023,20-09-2023,Billing,Plan Adjusted,Yes,4
TKT-961MP389,CUST-020076,EU,UK,14-06-2025,04-07-2025,Value Added Services,Resolved,Yes,2
TKT-FWZIEUM6,CUST-027684,MEA,UAE,14-03-2024,31-03-2024,Network,Resolved,Yes,5
TKT-VZKK21Q6,CUST-009239,EU,Germany,16-09-2023,26-09-2023,Plan Change,Escalated,Yes,4
TKT-UAJGN619,CUST-005044,NA,USA-East,06-05-2025,25-05-2025,Network,Resolved,Yes,1
TKT-DYN1V0AN,CUST-013116,NA,Canada-West,02-06-2025,10-06-2025,Device,Resolved,Yes,3
TKT-QMCJ27MV,CUST-004724,EU,Germany,29-04-2024,24-05-2024,Network,Refund Issued,Yes,4
TKT-AXN8D5B9,CUST-009387,MEA,Kenya,01-11-2024,23-11-2024,Billing,Resolved,Yes,5
TKT-RS791V2T,CUST-020927,EU,Italy,14-12-2022,31-12-2022,Billing,Resolved,Yes,5
TKT-1XYAWVKP,CUST-022777,EU,UK,27-03-2022,25-04-2022,Network,Resolved,Yes,5
TKT-O30YKXOV,CUST-039776,APAC,Japan,26-08-2023,07-09-2023,Billing,Technician Visit,Yes,1
TKT-W2QE5J79,CUST-030166,MEA,South Africa,05-03-2025,03-04-2025,Value Added Services,Resolved,Yes,3
TKT-FVU6X54F,CUST-011047,APAC,Singapore,09-02-2024,,Other,Resolved,No,4
TKT-MD2G38IT,CUST-026830,APAC,South Korea,23-11-2023,13-12-2023,Billing,Resolved,Yes,5
TKT-EZZTGXK8,CUST-038156,MEA,Egypt,11-11-2022,27-11-2022,Network,Resolved,Yes,4
TKT-GYXBZ4BU,CUST-032271,NA,USA-West,02-10-2024,30-10-2024,Billing,Resolved,Yes,5
TKT-9QKBNVS0,CUST-038492,APAC,Singapore,13-09-2024,18-09-2024,Billing,Escalated,Yes,1
TKT-M2T41K1B,CUST-024460,NA,Canada-East,29-08-2022,20-09-2022,Value Added Services,Resolved,Yes,1
TKT-Y6I7RZ6W,CUST-018810,LATAM,Argentina,29-03-2024,27-04-2024,Network,Technician Visit,Yes,3
TKT-XDLZIQED,CUST-011178,MEA,Kenya,08-02-2023,,Network,Refund Issued,No,5
TKT-SBX6NWP1,CUST-001903,NA,USA-West,12-10-2022,12-10-2022,Billing,Resolved,Yes,3
TKT-AY6QZDW0,CUST-004318,APAC,India,03-04-2022,23-04-2022,Roaming,Technician Visit,Yes,4
TKT-UDIMB03I,CUST-003951,APAC,Japan,24-07-2022,,Other,Resolved,No,5
TKT-M7GSQ2CA,CUST-002404,EU,Spain,11-11-2023,01-12-2023,International,Resolved,Yes,2
TKT-TPQW1WYA,CUST-033337,EU,France,24-01-2022,19-02-2022,Network,Technician Visit,Yes,4
TKT-KEYK4LEP,CUST-007471,LATAM,Chile,03-05-2025,22-05-2025,Billing,Resolved,Yes,5
TKT-5W3GXAN1,CUST-001520,MEA,UAE,13-06-2022,15-06-2022,Roaming,Resolved,Yes,4
TKT-JXDBF3WD,CUST-013685,LATAM,Colombia,09-07-2022,20-07-2022,Network,Resolved,Yes,5
TKT-7ISW1C1C,CUST-006789,LATAM,Mexico,23-10-2023,02-11-2023,Network,Plan Adjusted,Yes,4
TKT-7KYI9INV,CUST-038392,APAC,Japan,07-12-2022,07-12-2022,Other,Technician Visit,Yes,3
TKT-XGBXCAJK,CUST-022318,EU,Italy,14-01-2022,16-01-2022,Plan Change,Resolved,Yes,1
TKT-88XMR8CY,CUST-031616,APAC,Australia,03-01-2024,06-01-2024,Billing,Resolved,Yes,3
TKT-TUZCSGHT,CUST-028082,NA,USA-East,04-03-2024,13-03-2024,Roaming,Resolved,Yes,4
TKT-AJIEK19Z,CUST-009835,APAC,Singapore,06-04-2022,17-04-2022,International,Escalated,Yes,4
TKT-TRO2Q28Z,CUST-006495,MEA,South Africa,06-10-2024,14-10-2024,Billing,Resolved,Yes,4
TKT-NPTHWFWA,CUST-019809,NA,Canada-East,04-03-2022,21-03-2022,Billing,Technician Visit,Yes,4
TKT-P4LN444W,CUST-024295,EU,France,07-07-2023,03-08-2023,Billing,Resolved,Yes,1
TKT-CC05BAE7,CUST-007197,APAC,Singapore,07-03-2024,22-03-2024,Network,Plan Adjusted,Yes,4
TKT-JGMQCDQH,CUST-021397,NA,USA-East,26-07-2022,06-08-2022,Network,Technician Visit,Yes,3
TKT-SH65H7FK,CUST-016366,EU,Italy,23-05-2023,11-06-2023,Plan Change,Resolved,Yes,4
TKT-GJYKVF40,CUST-009694,LATAM,Chile,30-06-2023,27-07-2023,International,Resolved,Yes,5
TKT-23I70SYN,CUST-028287,NA,Canada-West,28-12-2023,14-01-2024,Device,Technician Visit,Yes,5
TKT-LA1X41ZZ,CUST-023656,LATAM,Colombia,05-08-2024,15-08-2024,Network,Resolved,Yes,4
TKT-GU81GX7W,CUST-007427,APAC,Japan,04-03-2025,02-04-2025,Other,Refund Issued,Yes,4
TKT-M1LQQ2FS,CUST-007573,APAC,Australia,24-10-2022,08-11-2022,Network,Refund Issued,Yes,3
TKT-9ULUDKLE,CUST-038206,APAC,Japan,19-05-2023,20-05-2023,Network,Technician Visit,Yes,4
TKT-BSZT7TKY,CUST-002361,APAC,India,15-05-2022,,Other,No Issue Found,No,4
TKT-6BXH4481,CUST-030931,EU,Spain,05-02-2024,15-02-2024,Other,Resolved,Yes,1
TKT-LN2OQ9HV,CUST-039597,LATAM,Colombia,06-04-2024,25-04-2024,Network,Escalated,Yes,4
TKT-YFW8A05L,CUST-000068,LATAM,Argentina,05-08-2022,14-08-2022,Network,Resolved,Yes,2
TKT-LT7AYCU6,CUST-011855,NA,Canada-West,30-07-2025,05-08-2025,Network,Plan Adjusted,Yes,3
TKT-5IP7PB0U,CUST-030110,APAC,India,10-06-2024,11-06-2024,Billing,Resolved,Yes,4
TKT-J5KZAIWQ,CUST-037568,NA,Canada-West,10-10-2023,04-11-2023,International,Resolved,Yes,3
TKT-LSNCJCW8,CUST-021589,NA,USA-East,24-04-2022,18-05-2022,Billing,Resolved,Yes,3
TKT-ESN7EEFU,CUST-026004,EU,UK,30-01-2023,03-02-2023,Roaming,Resolved,Yes,1
TKT-91SHBLOH,CUST-004861,NA,Canada-East,02-04-2022,,Plan Change,Refund Issued,No,4
TKT-U9YSCFAK,CUST-032207,MEA,UAE,10-03-2024,18-03-2024,Billing,Resolved,Yes,5
TKT-G17YDQCA,CUST-021555,EU,Italy,01-03-2022,13-03-2022,Plan Change,Plan Adjusted,Yes,5
TKT-OF14CQ57,CUST-019401,NA,USA-West,13-04-2024,24-04-2024,Network,Technician Visit,Yes,4
TKT-RAZRWO42,CUST-028786,APAC,Singapore,23-07-2022,16-08-2022,Network,Resolved,Yes,3
TKT-UIUMT3KF,CUST-001623,NA,USA-West,29-05-2024,15-06-2024,Billing,Escalated,Yes,4
TKT-Y6KKZMXL,CUST-025859,MEA,UAE,28-08-2022,08-09-2022,Device,No Issue Found,Yes,4
TKT-35U6XMN9,CUST-004262,LATAM,Brazil,26-06-2022,19-07-2022,Billing,Resolved,Yes,4
TKT-GAUS5AJO,CUST-032746,NA,Canada-West,09-12-2022,17-12-2022,Device,Resolved,Yes,1
TKT-ADA1UYW0,CUST-031384,APAC,India,06-02-2022,22-02-2022,International,Plan Adjusted,Yes,2
TKT-A08ZWET8,CUST-037114,MEA,Kenya,18-04-2022,15-05-2022,Network,Plan Adjusted,Yes,5
TKT-LXOWIAXJ,CUST-004920,EU,France,29-04-2025,21-05-2025,Billing,Resolved,Yes,3
TKT-RRP9HKY9,CUST-006992,APAC,South Korea,28-06-2025,08-07-2025,Network,Refund Issued,Yes,4
TKT-YACXC7GW,CUST-014250,MEA,UAE,04-09-2022,01-10-2022,Device,Plan Adjusted,Yes,4
TKT-4QP0CZK3,CUST-027764,APAC,Japan,22-05-2023,20-06-2023,Network,Resolved,Yes,4
TKT-7ZAKK7FD,CUST-030736,NA,Canada-East,28-12-2024,30-12-2024,Billing,Resolved,Yes,2
TKT-G6I0IRI3,CUST-001721,APAC,India,09-10-2024,22-10-2024,Billing,Resolved,Yes,5
TKT-QQ3PPDX6,CUST-018538,LATAM,Brazil,06-07-2025,19-07-2025,Other,Resolved,Yes,3
TKT-HN6U41YA,CUST-034759,EU,France,22-03-2024,04-04-2024,Billing,Resolved,Yes,5
TKT-SPVDYCV4,CUST-011847,MEA,South Africa,11-09-2023,22-09-2023,Device,Resolved,Yes,5
TKT-OSDKDISR,CUST-031230,EU,Germany,18-09-2023,24-09-2023,Network,Resolved,Yes,2
TKT-LR3MGJ2F,CUST-016363,LATAM,Chile,21-02-2024,27-02-2024,Plan Change,Escalated,Yes,5
TKT-0037M2DC,CUST-003513,MEA,Saudi Arabia,26-03-2023,,Roaming,Escalated,No,3
TKT-R7U1HKTI,CUST-029298,APAC,Japan,06-08-2024,,Device,Plan Adjusted,No,5
TKT-2HKY0WTR,CUST-035595,APAC,Singapore,28-07-2025,16-08-2025,Roaming,Refund Issued,Yes,1
TKT-6YS6N4M1,CUST-031597,APAC,India,25-03-2024,28-03-2024,Billing,Escalated,Yes,3
TKT-ACCG1Y9Y,CUST-024605,LATAM,Chile,24-03-2024,11-04-2024,Network,Refund Issued,Yes,5
TKT-GAQSJR67,CUST-028214,EU,Germany,26-01-2024,,Device,Refund Issued,No,5
TKT-LYJYA08L,CUST-028554,APAC,Australia,04-03-2025,10-03-2025,Network,No Issue Found,Yes,4
TKT-RU29A1KO,CUST-028930,APAC,India,21-05-2024,17-06-2024,Billing,Plan Adjusted,Yes,1
TKT-5PUVA5UK,CUST-013360,APAC,India,04-05-2023,12-05-2023,Network,Resolved,Yes,5
TKT-HEAH482C,CUST-014606,LATAM,Argentina,28-07-2024,,Network,Technician Visit,No,3
TKT-MCEXOBBX,CUST-033246,EU,Italy,30-07-2022,30-07-2022,Billing,Resolved,Yes,4
TKT-UPDAX3OP,CUST-019030,APAC,Japan,03-04-2023,,Plan Change,Plan Adjusted,No,5
TKT-HG36JOYU,CUST-000593,APAC,India,14-07-2022,,Network,Plan Adjusted,No,4
TKT-JNA5DM28,CUST-022835,APAC,India,10-07-2024,31-07-2024,Device,Technician Visit,Yes,5
TKT-AENHO50Q,CUST-019719,MEA,Kenya,31-07-2024,,Device,Plan Adjusted,No,4
TKT-PY7E7M2X,CUST-004082,APAC,Australia,23-08-2024,23-08-2024,Other,Technician Visit,Yes,4
TKT-13EC05ZC,CUST-013852,NA,Canada-East,04-09-2024,24-09-2024,Roaming,Escalated,Yes,2
TKT-ITL6W6SK,CUST-002219,LATAM,Brazil,14-12-2022,03-01-2023,Billing,Resolved,Yes,2
TKT-H1S297W4,CUST-008304,APAC,Singapore,01-01-2025,14-01-2025,Network,Resolved,Yes,4
TKT-PW4LAD2S,CUST-010117,APAC,Australia,06-06-2025,01-07-2025,Network,Resolved,Yes,5
TKT-7Z05DEK9,CUST-033628,APAC,South Korea,18-07-2022,30-07-2022,Roaming,Technician Visit,Yes,3
TKT-UQQWFQ56,CUST-028126,EU,France,15-05-2023,23-05-2023,Billing,Resolved,Yes,1
TKT-ZLVMEPTL,CUST-007918,APAC,India,26-08-2023,20-09-2023,Roaming,Resolved,Yes,3
TKT-N81K5M00,CUST-031540,NA,USA-East,13-01-2024,08-02-2024,Network,Resolved,Yes,3
TKT-5B9F9JEL,CUST-035431,MEA,Kenya,07-06-2025,04-07-2025,Other,No Issue Found,Yes,3
TKT-5ZP3QTPL,CUST-018851,MEA,UAE,09-06-2025,05-07-2025,Plan Change,Plan Adjusted,Yes,4
TKT-8QAIYKJQ,CUST-038821,NA,USA-West,24-01-2022,08-02-2022,Network,Resolved,Yes,4
TKT-JZ4AVR7C,CUST-018088,APAC,Australia,06-06-2023,29-06-2023,Network,Escalated,Yes,5
TKT-SVFNUJBW,CUST-012412,LATAM,Colombia,30-07-2025,02-08-2025,Plan Change,Plan Adjusted,Yes,5
TKT-QWSZNSVH,CUST-037393,APAC,Japan,04-06-2022,,Value Added Services,Technician Visit,No,5
TKT-UCRJWYAQ,CUST-016385,LATAM,Argentina,06-02-2024,27-02-2024,Billing,Resolved,Yes,3
TKT-C5R9AX7Y,CUST-022265,NA,USA-West,19-10-2023,,Other,Plan Adjusted,No,5
TKT-SFXQFXA9,CUST-009595,APAC,Australia,08-01-2023,18-01-2023,Other,Resolved,Yes,5
TKT-D1XMNYAY,CUST-006662,EU,France,16-07-2023,17-07-2023,Billing,Plan Adjusted,Yes,2
TKT-SB01DSVY,CUST-029906,EU,France,14-04-2023,23-04-2023,Network,Resolved,Yes,4
TKT-KAKHZ048,CUST-023195,EU,Italy,12-03-2024,,Roaming,Resolved,No,2
TKT-AV2R25J8,CUST-007437,APAC,Singapore,10-12-2024,16-12-2024,International,Resolved,Yes,4
TKT-93TFZKI3,CUST-001747,APAC,India,01-08-2024,,Billing,Resolved,No,4
TKT-K4WUBKXE,CUST-030598,LATAM,Brazil,15-09-2024,27-09-2024,Network,Resolved,Yes,5
TKT-NP26CUM7,CUST-036455,NA,USA-East,27-02-2024,04-03-2024,Network,Technician Visit,Yes,4
TKT-DJPR32HM,CUST-005194,MEA,Kenya,10-07-2023,26-07-2023,Billing,Technician Visit,Yes,1
TKT-SETLV4PB,CUST-038492,APAC,Singapore,09-03-2025,16-03-2025,Network,Resolved,Yes,3
TKT-Y161JUCV,CUST-023641,APAC,South Korea,26-04-2022,17-05-2022,Device,Plan Adjusted,Yes,5
TKT-LZCAMTOP,CUST-029811,EU,Spain,31-08-2022,,Billing,Resolved,No,4
TKT-ET3ZSFB6,CUST-002549,EU,Spain,24-07-2025,26-07-2025,Device,Resolved,Yes,4
TKT-GVMSIM72,CUST-013769,NA,Canada-West,02-12-2022,20-12-2022,Plan Change,Plan Adjusted,Yes,1
TKT-QQGZQTER,CUST-017927,APAC,Singapore,13-04-2022,24-04-2022,Billing,Resolved,Yes,4
TKT-0HRD3QKC,CUST-011104,EU,Germany,14-03-2024,28-03-2024,Billing,Resolved,Yes,5
TKT-WC4SS5KB,CUST-028785,EU,UK,13-11-2023,22-11-2023,Device,Resolved,Yes,3
TKT-AYDJ87HP,CUST-028504,MEA,Saudi Arabia,06-08-2024,18-08-2024,International,Resolved,Yes,2
TKT-305WVY5U,CUST-038388,MEA,South Africa,01-04-2022,19-04-2022,Network,Resolved,Yes,5
TKT-HWREVT32,CUST-027064,NA,USA-West,28-07-2024,10-08-2024,Billing,Resolved,Yes,3
TKT-V0B60LAL,CUST-037728,APAC,Japan,24-10-2022,18-11-2022,Other,Resolved,Yes,4
TKT-9T3GV3GM,CUST-007911,LATAM,Colombia,13-05-2025,02-06-2025,Device,Resolved,Yes,5
TKT-16MBKS4P,CUST-005774,NA,Canada-West,14-04-2023,28-04-2023,Network,Resolved,Yes,4
TKT-JFTNGBS7,CUST-017233,NA,USA-West,09-07-2022,,Device,Refund Issued,No,5
TKT-3ZAGIGKK,CUST-006400,LATAM,Brazil,05-05-2022,,International,Resolved,No,5
TKT-JATM4O3G,CUST-037621,NA,USA-East,15-03-2024,04-04-2024,Plan Change,Refund Issued,Yes,3
TKT-6LS0LRXC,CUST-006735,APAC,Singapore,04-05-2022,13-05-2022,Network,Resolved,Yes,5
TKT-7UX4KAEJ,CUST-033813,NA,Canada-East,14-10-2023,14-10-2023,Network,Resolved,Yes,5
TKT-CCQKJ8MN,CUST-035997,APAC,Singapore,11-10-2024,06-11-2024,Billing,Resolved,Yes,5
TKT-6I9X8INP,CUST-018641,LATAM,Mexico,17-05-2023,01-06-2023,Value Added Services,Escalated,Yes,1
TKT-09W17ZRX,CUST-035205,APAC,South Korea,26-04-2024,06-05-2024,International,Resolved,Yes,3
TKT-K3WUJEOA,CUST-010122,APAC,Australia,04-12-2024,07-12-2024,Billing,Plan Adjusted,Yes,1
TKT-UN5QDRJE,CUST-030710,EU,France,23-12-2024,20-01-2025,Plan Change,Resolved,Yes,3
TKT-YFVJV4RI,CUST-008001,NA,USA-West,24-02-2025,,Other,Resolved,No,4
TKT-5MJIBG18,CUST-018654,LATAM,Chile,27-02-2022,17-03-2022,Device,Resolved,Yes,5
TKT-CHLAATOW,CUST-031980,LATAM,Argentina,12-12-2023,23-12-2023,Network,Resolved,Yes,4
TKT-JJAL5PNX,CUST-021299,EU,Italy,15-02-2022,,Device,Resolved,No,4
TKT-264KCA2Z,CUST-029816,NA,Canada-East,10-05-2022,23-05-2022,Billing,Escalated,Yes,5
TKT-NDD7OMUF,CUST-008232,EU,Germany,03-07-2024,,Plan Change,Resolved,No,3
TKT-NTTGWJL5,CUST-035063,LATAM,Chile,20-02-2025,,Device,Resolved,No,4
TKT-YS40WH30,CUST-027863,LATAM,Mexico,26-06-2023,22-07-2023,International,Resolved,Yes,4
TKT-0BREXIA9,CUST-028338,NA,USA-West,08-02-2025,,Plan Change,Resolved,No,5
TKT-PSIWIR2E,CUST-012731,APAC,India,04-02-2023,28-02-2023,Device,Resolved,Yes,5
TKT-U7GARMO0,CUST-035892,NA,USA-West,24-05-2022,13-06-2022,Network,Plan Adjusted,Yes,5
TKT-26VYH35I,CUST-031012,APAC,Japan,04-02-2024,20-02-2024,Billing,Plan Adjusted,Yes,4
TKT-8U202JMA,CUST-005795,EU,UK,25-02-2022,18-03-2022,International,Refund Issued,Yes,5
TKT-0EH6P09J,CUST-000607,APAC,Singapore,13-08-2024,28-08-2024,Network,Plan Adjusted,Yes,1
TKT-KVTLB4YL,CUST-019789,LATAM,Brazil,30-05-2024,,Billing,Technician Visit,No,1
TKT-JBH5Y4HB,CUST-012204,NA,USA-West,18-10-2022,24-10-2022,Other,Refund Issued,Yes,3
TKT-TAB1227Y,CUST-008598,EU,France,17-01-2024,21-01-2024,Network,Escalated,Yes,4
TKT-M71RHKHC,CUST-032639,NA,Canada-West,19-12-2024,,Billing,Resolved,No,4
TKT-5G9QY5IZ,CUST-027497,EU,France,11-12-2023,,Roaming,Resolved,No,4
TKT-GZSR77NM,CUST-008893,MEA,Egypt,21-03-2024,07-04-2024,Plan Change,Technician Visit,Yes,2
TKT-CQDYF1NI,CUST-008188,MEA,Kenya,01-04-2024,24-04-2024,Network,Resolved,Yes,2
TKT-L98OKBME,CUST-000684,NA,Canada-East,23-01-2022,10-02-2022,Network,Resolved,Yes,5
TKT-BE5EABVS,CUST-033135,APAC,Japan,08-10-2023,09-10-2023,Device,Resolved,Yes,3
TKT-5A45LNBT,CUST-032188,MEA,Saudi Arabia,14-12-2024,22-12-2024,Network,Plan Adjusted,Yes,4
TKT-4OJF67LD,CUST-015198,MEA,Kenya,16-02-2024,16-02-2024,Roaming,No Issue Found,Yes,2
TKT-Q6VPYVQS,CUST-035306,NA,USA-East,26-07-2022,04-08-2022,Network,Resolved,Yes,4
TKT-WPYL7WOL,CUST-017117,APAC,India,12-07-2023,14-07-2023,Other,Refund Issued,Yes,3
TKT-FQK2MG0L,CUST-003129,MEA,Kenya,20-07-2023,23-07-2023,Billing,Resolved,Yes,5
TKT-XMFYBJ47,CUST-000860,APAC,Australia,22-04-2023,28-04-2023,Plan Change,Escalated,Yes,2
TKT-IA64EG9Q,CUST-008086,NA,Canada-East,14-06-2024,10-07-2024,Network,Escalated,Yes,5
TKT-OQGUAW3N,CUST-012648,APAC,Singapore,02-01-2023,04-01-2023,Plan Change,Resolved,Yes,4
TKT-S5MIVDIM,CUST-032109,EU,France,28-11-2024,,Other,Refund Issued,No,5
TKT-CSGJEOBF,CUST-022050,APAC,India,04-05-2024,14-05-2024,Other,Refund Issued,Yes,2
TKT-5N2SD4DV,CUST-016063,APAC,South Korea,21-10-2024,,Billing,Technician Visit,No,5
TKT-EPKPK93W,CUST-008443,NA,USA-East,23-04-2024,12-05-2024,Network,Plan Adjusted,Yes,4
TKT-JE8Y1QCG,CUST-038992,NA,Canada-East,24-03-2022,26-03-2022,Network,Resolved,Yes,5
TKT-B1N6OSW3,CUST-024241,EU,Italy,28-04-2024,20-05-2024,Network,Escalated,Yes,2
TKT-CRRDRQ4M,CUST-013051,MEA,Kenya,29-05-2022,16-06-2022,Network,Resolved,Yes,3
TKT-R90ROXYD,CUST-026646,APAC,India,08-04-2023,28-04-2023,Network,Resolved,Yes,5
TKT-GZ7SWQ4V,CUST-039766,APAC,South Korea,27-01-2025,30-01-2025,Billing,Technician Visit,Yes,3
TKT-243RHE07,CUST-035980,LATAM,Argentina,18-07-2024,27-07-2024,Roaming,Technician Visit,Yes,2
TKT-1GGFXRF6,CUST-038378,APAC,Singapore,20-07-2022,01-08-2022,Billing,Resolved,Yes,3
TKT-DLQXF5BO,CUST-003619,LATAM,Chile,08-03-2023,15-03-2023,Roaming,Resolved,Yes,4
TKT-NVSF3XST,CUST-039984,APAC,Singapore,23-02-2022,28-02-2022,Billing,Resolved,Yes,5
TKT-QCUJT5EO,CUST-014514,APAC,Japan,26-01-2022,26-01-2022,Billing,Plan Adjusted,Yes,4
TKT-TV7EKBX1,CUST-007289,MEA,Kenya,04-09-2024,27-09-2024,Other,Resolved,Yes,5
TKT-CXZJZNF0,CUST-036118,NA,USA-West,22-05-2025,16-06-2025,Device,Refund Issued,Yes,3
TKT-2U2BZNLA,CUST-037974,LATAM,Colombia,11-03-2023,,Roaming,Plan Adjusted,No,4
